"ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0034643","establishment of mitochondrion localization, microtubule-mediated","2/24","28/18986",0.0714285714285714,56.5059523809524,10.456616139374,0.000567369490550828,0.00717155036056247,0.00325849256888981,"MAPT/HIF1A",2
"BP","GO:0047497","mitochondrion transport along microtubule","2/24","28/18986",0.0714285714285714,56.5059523809524,10.456616139374,0.000567369490550828,0.00717155036056247,0.00325849256888981,"MAPT/HIF1A",2
"BP","GO:0051446","positive regulation of meiotic cell cycle","2/24","28/18986",0.0714285714285714,56.5059523809524,10.456616139374,0.000567369490550828,0.00717155036056247,0.00325849256888981,"CDC25B/CDC25A",2
"BP","GO:0045834","positive regulation of lipid metabolic process","3/24","132/18986",0.0227272727272727,17.9791666666667,6.9641871914244,0.00059745768674223,0.00749192972264066,0.00340406133966751,"MAPK1/MAPT/PTGS2",3
"BP","GO:0090594","inflammatory response to wounding","2/24","29/18986",0.0689655172413793,54.5574712643678,10.2684077976378,0.000608926756339867,0.0075756242127322,0.00344208908266713,"ALOX5/HIF1A",2
"BP","GO:0097237","cellular response to toxic substance","3/24","135/18986",0.0222222222222222,17.5796296296296,6.87770212797017,0.000637865878801253,0.00787365694145297,0.00357750435314519,"ALDH1A1/PTGS1/PTGS2",3
"BP","GO:0021782","glial cell development","3/24","136/18986",0.0220588235294118,17.4503676470588,6.84948999710386,0.00065171369359614,0.00792082796832231,0.00359893715815844,"MAPK1/EGFR/MAPT",3
"BP","GO:0030879","mammary gland development","3/24","136/18986",0.0220588235294118,17.4503676470588,6.84948999710386,0.00065171369359614,0.00792082796832231,0.00359893715815844,"MAPK1/AR/HIF1A",3
"BP","GO:0009416","response to light stimulus","4/24","326/18986",0.0122699386503067,9.70654396728016,5.6411497454621,0.000691120739036702,0.00818192368684277,0.00371756958989125,"TP53/EGFR/CDC25A/HIF1A",4
"BP","GO:0001516","prostaglandin biosynthetic process","2/24","31/18986",0.0645161290322581,51.0376344086021,9.91938102332557,0.000696340612934656,0.00818192368684277,0.00371756958989125,"PTGS1/PTGS2",2
"BP","GO:0046457","prostanoid biosynthetic process","2/24","31/18986",0.0645161290322581,51.0376344086021,9.91938102332557,0.000696340612934656,0.00818192368684277,0.00371756958989125,"PTGS1/PTGS2",2
"BP","GO:1902751","positive regulation of cell cycle G2/M phase transition","2/24","31/18986",0.0645161290322581,51.0376344086021,9.91938102332557,0.000696340612934656,0.00818192368684277,0.00371756958989125,"CDC25B/CDC25A",2
"BP","GO:0097193","intrinsic apoptotic signaling pathway","4/24","327/18986",0.0122324159021407,9.67686034658512,5.63068396202041,0.00069908841628087,0.00818192368684277,0.00371756958989125,"TP53/PTGS2/PTPN1/HIF1A",4
"BP","GO:0010575","positive regulation of vascular endothelial growth factor production","2/24","32/18986",0.0625,49.4427083333333,9.75712383898755,0.000742190434165291,0.00862250651456735,0.00391775445898397,"PTGS2/HIF1A",2
"BP","GO:0045907","positive regulation of vasoconstriction","2/24","33/18986",0.0606060606060606,47.9444444444444,9.60220653346665,0.000789464347063459,0.00897376739827529,0.00407735467396652,"EGFR/PTGS2",2
"BP","GO:0071634","regulation of transforming growth factor beta production","2/24","33/18986",0.0606060606060606,47.9444444444444,9.60220653346665,0.000789464347063459,0.00897376739827529,0.00407735467396652,"PTGS2/HIF1A",2
"BP","GO:0090322","regulation of superoxide metabolic process","2/24","33/18986",0.0606060606060606,47.9444444444444,9.60220653346665,0.000789464347063459,0.00897376739827529,0.00407735467396652,"EGFR/MAPT",2
"BP","GO:0006470","protein dephosphorylation","3/24","146/18986",0.0205479452054795,16.2551369863014,6.58295582797884,0.000800875689696173,0.00903845421228538,0.00410674601784052,"CDC25B/CDC25A/PTPN1",3
"BP","GO:0048545","response to steroid hormone","4/24","340/18986",0.0117647058823529,9.30686274509804,5.49860476004779,0.000808708078119105,0.0090621188895616,0.00411749838952765,"MAPK1/EGFR/PTGS2/AR",4
"BP","GO:0071214","cellular response to abiotic stimulus","4/24","342/18986",0.0116959064327485,9.25243664717349,5.47891490580906,0.000826592597281904,0.00913298114479306,0.00414969563007919,"TP53/EGFR/CDC25A/PTGS2",4
"BP","GO:0104004","cellular response to environmental stimulus","4/24","342/18986",0.0116959064327485,9.25243664717349,5.47891490580906,0.000826592597281904,0.00913298114479306,0.00414969563007919,"TP53/EGFR/CDC25A/PTGS2",4
"BP","GO:0051654","establishment of mitochondrion localization","2/24","34/18986",0.0588235294117647,46.5343137254902,9.4540866966879,0.000838158980972804,0.00919646659678493,0.00417854111859249,"MAPT/HIF1A",2
"BP","GO:0062012","regulation of small molecule metabolic process","4/24","348/18986",0.0114942528735632,9.09291187739464,5.42080306902542,0.000881929397262511,0.00960998929430874,0.00436643084524888,"MAPK1/TP53/PTGS2/HIF1A",4
"BP","GO:0062013","positive regulation of small molecule metabolic process","3/24","153/18986",0.0196078431372549,15.5114379084967,6.41158288004683,0.000917224696643364,0.00992613027874325,0.00451007385083471,"MAPK1/PTGS2/HIF1A",3
"BP","GO:0030947","regulation of vascular endothelial growth factor receptor signaling pathway","2/24","36/18986",0.0555555555555556,43.9490740740741,9.17633582831763,0.000939796957382278,0.0099656321655302,0.00452802207654337,"PTPN1/HIF1A",2
"BP","GO:0051968","positive regulation of synaptic transmission, glutamatergic","2/24","36/18986",0.0555555555555556,43.9490740740741,9.17633582831763,0.000939796957382278,0.0099656321655302,0.00452802207654337,"EGFR/PTGS2",2
"BP","GO:0071604","transforming growth factor beta production","2/24","36/18986",0.0555555555555556,43.9490740740741,9.17633582831763,0.000939796957382278,0.0099656321655302,0.00452802207654337,"PTGS2/HIF1A",2
"BP","GO:0042063","gliogenesis","4/24","355/18986",0.0112676056338028,8.91361502347418,5.35475818370785,0.000949749818950842,0.0100040314262822,0.00454546930894368,"MAPK1/TP53/EGFR/MAPT",4
"BP","GO:0009411","response to UV","3/24","157/18986",0.0191082802547771,15.1162420382166,6.31864775048229,0.000988282259752543,0.010251758608046,0.00465802756208353,"TP53/EGFR/CDC25A",3
"BP","GO:0010661","positive regulation of muscle cell apoptotic process","2/24","37/18986",0.0540540540540541,42.7612612612613,9.04586644072491,0.000992733586728506,0.010251758608046,0.00465802756208353,"TP53/PTPN1",2
"BP","GO:0051353","positive regulation of oxidoreductase activity","2/24","37/18986",0.0540540540540541,42.7612612612613,9.04586644072491,0.000992733586728506,0.010251758608046,0.00465802756208353,"TERT/HIF1A",2
"BP","GO:0045765","regulation of angiogenesis","4/24","360/18986",0.0111111111111111,8.78981481481482,5.30869084885386,0.00100039818438997,0.0102605847258775,0.00466203783014552,"TERT/PKM/ALOX5/HIF1A",4
"BP","GO:0044839","cell cycle G2/M phase transition","3/24","158/18986",0.0189873417721519,15.0205696202532,6.29594546306456,0.00100657634969051,0.0102605847258775,0.00466203783014552,"CDC25B/TP53/CDC25A",3
"BP","GO:0045787","positive regulation of cell cycle","4/24","365/18986",0.010958904109589,8.66940639269406,5.26351098652887,0.00105292774542224,0.010664268190815,0.00484545696611315,"CDC25B/EGFR/CDC25A/TERT",4
"BP","GO:0000723","telomere maintenance","3/24","162/18986",0.0185185185185185,14.6496913580247,6.2071641710561,0.00108190131968641,0.0108190131968641,0.00491576748851519,"MAPK1/TP53/TERT",3
"BP","GO:0050730","regulation of peptidyl-tyrosine phosphorylation","3/24","162/18986",0.0185185185185185,14.6496913580247,6.2071641710561,0.00108190131968641,0.0108190131968641,0.00491576748851519,"TP53/EGFR/PTPN1",3
"BP","GO:1901342","regulation of vasculature development","4/24","369/18986",0.010840108401084,8.57542908762421,5.22798606563351,0.00109633169078136,0.0108904006960148,0.00494820338086748,"TERT/PKM/ALOX5/HIF1A",4
"BP","GO:0032768","regulation of monooxygenase activity","2/24","39/18986",0.0512820512820513,40.5683760683761,8.79992869496952,0.00110282538693821,0.0108904006960148,0.00494820338086748,"TERT/HIF1A",2
"BP","GO:0098754","detoxification","3/24","167/18986",0.0179640718562874,14.2110778443114,6.10052296736134,0.001180965343743,0.0115895977833164,0.00526589319668339,"ALDH1A1/PTGS1/PTGS2",3
"BP","GO:0050767","regulation of neurogenesis","4/24","383/18986",0.010443864229765,8.26196692776327,5.10776621479963,0.0012582049937725,0.0122363853770675,0.0055597700380813,"TP53/EGFR/MAPT/HIF1A",4
"BP","GO:0060251","regulation of glial cell proliferation","2/24","42/18986",0.0476190476190476,37.6706349206349,8.46400833982422,0.00127845938679679,0.0122363853770675,0.0055597700380813,"TP53/EGFR",2
"BP","GO:0070232","regulation of T cell apoptotic process","2/24","42/18986",0.0476190476190476,37.6706349206349,8.46400833982422,0.00127845938679679,0.0122363853770675,0.0055597700380813,"TP53/HIF1A",2
"BP","GO:0019362","pyridine nucleotide metabolic process","3/24","172/18986",0.0174418604651163,13.7979651162791,5.99837241885758,0.00128559491936279,0.0122363853770675,0.0055597700380813,"TP53/PKM/HIF1A",3
"BP","GO:0046496","nicotinamide nucleotide metabolic process","3/24","172/18986",0.0174418604651163,13.7979651162791,5.99837241885758,0.00128559491936279,0.0122363853770675,0.0055597700380813,"TP53/PKM/HIF1A",3
"BP","GO:0048660","regulation of smooth muscle cell proliferation","3/24","174/18986",0.0172413793103448,13.639367816092,5.95869754669012,0.00132903162687588,0.0125740716794245,0.00571320245527484,"EGFR/TERT/PTGS2",3
"BP","GO:0045740","positive regulation of DNA replication","2/24","43/18986",0.0465116279069767,36.7945736434108,8.35980009527558,0.00133978975793988,0.0126004036758631,0.00572516676011903,"EGFR/CDC25A",2
"BP","GO:0050806","positive regulation of synaptic transmission","3/24","176/18986",0.0170454545454545,13.484375,5.9196712931352,0.0013733851744571,0.0128399324002498,0.00583399993135934,"MAPK1/EGFR/PTGS2",3
"BP","GO:0014002","astrocyte development","2/24","44/18986",0.0454545454545455,35.9583333333333,8.25910508095587,0.00140250745231766,0.0130319037247925,0.00592122474370987,"EGFR/MAPT",2
"BP","GO:0048659","smooth muscle cell proliferation","3/24","178/18986",0.0168539325842697,13.3328651685393,5.88127554467984,0.00141866293712931,0.0130319037247925,0.00592122474370987,"EGFR/TERT/PTGS2",3
"BP","GO:0072524","pyridine-containing compound metabolic process","3/24","178/18986",0.0168539325842697,13.3328651685393,5.88127554467984,0.00141866293712931,0.0130319037247925,0.00592122474370987,"TP53/PKM/HIF1A",3
"BP","GO:0016052","carbohydrate catabolic process","3/24","180/18986",0.0166666666666667,13.1847222222222,5.84349289151381,0.00146487222563018,0.0130917653907017,0.00594842371516226,"TP53/PKM/HIF1A",3
"BP","GO:0141193","nuclear receptor-mediated signaling pathway","3/24","180/18986",0.0166666666666667,13.1847222222222,5.84349289151381,0.00146487222563018,0.0130917653907017,0.00594842371516226,"MAPK1/AR/THRB",3
"BP","GO:0042554","superoxide anion generation","2/24","45/18986",0.0444444444444444,35.1592592592593,8.16172767189191,0.00146660916085709,0.0130917653907017,0.00594842371516226,"EGFR/MAPT",2
"BP","GO:1901524","regulation of mitophagy","2/24","45/18986",0.0444444444444444,35.1592592592593,8.16172767189191,0.00146660916085709,0.0130917653907017,0.00594842371516226,"TP53/HIF1A",2
"BP","GO:1990776","response to angiotensin","2/24","45/18986",0.0444444444444444,35.1592592592593,8.16172767189191,0.00146660916085709,0.0130917653907017,0.00594842371516226,"PTGS2/PTPN1",2
"BP","GO:0031214","biomineral tissue development","3/24","182/18986",0.0164835164835165,13.0398351648352,5.80630659270876,0.00151202028670697,0.0134213036685226,0.00609815396531138,"PTGS2/ALOX5/HIF1A",3
"BP","GO:1903573","negative regulation of response to endoplasmic reticulum stress","2/24","46/18986",0.0434782608695652,34.3949275362319,8.06748718861864,0.00153209158003624,0.0135234899243423,0.00614458369646997,"PTPN1/ALOX5",2
"BP","GO:0050678","regulation of epithelial cell proliferation","4/24","406/18986",0.00985221674876847,7.79392446633826,4.92299876228057,0.00155956428458512,0.0136895087202472,0.00622001662039213,"EGFR/ALOX5/AR/HIF1A",4
"BP","GO:2000378","negative regulation of reactive oxygen species metabolic process","2/24","47/18986",0.0425531914893617,33.6631205673759,7.97621645957903,0.00159895141187649,0.0139576974075406,0.00634187184006841,"TP53/HIF1A",2
"BP","GO:0006984","ER-nucleus signaling pathway","2/24","48/18986",0.0416666666666667,32.9618055555556,7.88776054904696,0.00166718536393461,0.0143942780055557,0.00654023824103196,"TP53/PTPN1",2
"BP","GO:0070849","response to epidermal growth factor","2/24","48/18986",0.0416666666666667,32.9618055555556,7.88776054904696,0.00166718536393461,0.0143942780055557,0.00654023824103196,"MAPK1/EGFR",2
"BP","GO:0045766","positive regulation of angiogenesis","3/24","189/18986",0.0158730158730159,12.5568783068783,5.68062370889156,0.00168453446847418,0.0144650242401587,0.00657238276601482,"TERT/PKM/HIF1A",3
"BP","GO:0048771","tissue remodeling","3/24","191/18986",0.0157068062827225,12.4253926701571,5.64593019063215,0.00173599498363177,0.0145191980734717,0.00659699739247681,"TP53/EGFR/HIF1A",3
"BP","GO:2000045","regulation of G1/S transition of mitotic cell cycle","3/24","191/18986",0.0157068062827225,12.4253926701571,5.64593019063215,0.00173599498363177,0.0145191980734717,0.00659699739247681,"TP53/EGFR/TERT",3
"BP","GO:0006693","prostaglandin metabolic process","2/24","49/18986",0.0408163265306122,32.2891156462585,7.80197562850814,0.00173679014929503,0.0145191980734717,0.00659699739247681,"PTGS1/PTGS2",2
"BP","GO:0030521","androgen receptor signaling pathway","2/24","49/18986",0.0408163265306122,32.2891156462585,7.80197562850814,0.00173679014929503,0.0145191980734717,0.00659699739247681,"MAPK1/AR",2
"BP","GO:0048546","digestive tract morphogenesis","2/24","49/18986",0.0408163265306122,32.2891156462585,7.80197562850814,0.00173679014929503,0.0145191980734717,0.00659699739247681,"EGFR/HIF1A",2
"BP","GO:1904018","positive regulation of vasculature development","3/24","192/18986",0.015625,12.3606770833333,5.62877733665177,0.00176209137448888,0.0146531809036444,0.00665787433463389,"TERT/PKM/HIF1A",3
"BP","GO:0032200","telomere organization","3/24","193/18986",0.0155440414507772,12.2966321243523,5.61175153787115,0.00178843299772464,0.0147943672063085,0.0067220242736192,"MAPK1/TP53/TERT",3
"BP","GO:0006692","prostanoid metabolic process","2/24","50/18986",0.04,31.6433333333333,7.71872797276006,0.00180776248656194,0.0147992991127868,0.00672426515317829,"PTGS1/PTGS2",2
"BP","GO:0019320","hexose catabolic process","2/24","50/18986",0.04,31.6433333333333,7.71872797276006,0.00180776248656194,0.0147992991127868,0.00672426515317829,"TP53/PKM",2
"BP","GO:0002040","sprouting angiogenesis","3/24","196/18986",0.0153061224489796,12.1084183673469,5.5614203791987,0.00186893777041993,0.015002810998815,0.00681673357840896,"PKM/PTGS2/ALOX5",3
"BP","GO:0006636","unsaturated fatty acid biosynthetic process","2/24","51/18986",0.0392156862745098,31.0228758169935,7.63789306476115,0.0018800990998515,0.015002810998815,0.00681673357840896,"PTGS1/PTGS2",2
"BP","GO:0046686","response to cadmium ion","2/24","51/18986",0.0392156862745098,31.0228758169935,7.63789306476115,0.0018800990998515,0.015002810998815,0.00681673357840896,"TERT/CYP1A2",2
"BP","GO:1903146","regulation of autophagy of mitochondrion","2/24","51/18986",0.0392156862745098,31.0228758169935,7.63789306476115,0.0018800990998515,0.015002810998815,0.00681673357840896,"TP53/HIF1A",2
"BP","GO:1990090","cellular response to nerve growth factor stimulus","2/24","51/18986",0.0392156862745098,31.0228758169935,7.63789306476115,0.0018800990998515,0.015002810998815,0.00681673357840896,"MAPT/PTPN1",2
"BP","GO:0009299","mRNA transcription","2/24","52/18986",0.0384615384615385,30.4262820512821,7.55935479557314,0.00195379671878409,0.0155125568627079,0.00704834362449485,"TP53/THRB",2
"BP","GO:0048009","insulin-like growth factor receptor signaling pathway","2/24","53/18986",0.0377358490566038,29.8522012578616,7.48300474768238,0.00202885207847644,0.0158395896803027,0.0071969354843214,"MAPK1/AR",2
"BP","GO:0051646","mitochondrion localization","2/24","53/18986",0.0377358490566038,29.8522012578616,7.48300474768238,0.00202885207847644,0.0158395896803027,0.0071969354843214,"MAPT/HIF1A",2
"BP","GO:1990089","response to nerve growth factor","2/24","53/18986",0.0377358490566038,29.8522012578616,7.48300474768238,0.00202885207847644,0.0158395896803027,0.0071969354843214,"MAPT/PTPN1",2
"BP","GO:0018108","peptidyl-tyrosine phosphorylation","3/24","204/18986",0.0147058823529412,11.6335784313725,5.43240893407484,0.00209461734106141,0.0158395896803027,0.0071969354843214,"TP53/EGFR/PTPN1",3
"BP","GO:0090276","regulation of peptide hormone secretion","3/24","204/18986",0.0147058823529412,11.6335784313725,5.43240893407484,0.00209461734106141,0.0158395896803027,0.0071969354843214,"EGFR/ALOX5/HIF1A",3
"BP","GO:0010665","regulation of cardiac muscle cell apoptotic process","2/24","54/18986",0.037037037037037,29.2993827160494,7.40874155161975,0.0021052619195339,0.0158395896803027,0.0071969354843214,"TP53/PTPN1",2
"BP","GO:0033138","positive regulation of peptidyl-serine phosphorylation","2/24","54/18986",0.037037037037037,29.2993827160494,7.40874155161975,0.0021052619195339,0.0158395896803027,0.0071969354843214,"EGFR/PTGS2",2
"BP","GO:0046365","monosaccharide catabolic process","2/24","54/18986",0.037037037037037,29.2993827160494,7.40874155161975,0.0021052619195339,0.0158395896803027,0.0071969354843214,"TP53/PKM",2
"BP","GO:1902692","regulation of neuroblast proliferation","2/24","54/18986",0.037037037037037,29.2993827160494,7.40874155161975,0.0021052619195339,0.0158395896803027,0.0071969354843214,"TP53/HIF1A",2
"BP","GO:1904752","regulation of vascular associated smooth muscle cell migration","2/24","54/18986",0.037037037037037,29.2993827160494,7.40874155161975,0.0021052619195339,0.0158395896803027,0.0071969354843214,"TERT/PTPN1",2
"BP","GO:2000772","regulation of cellular senescence","2/24","54/18986",0.037037037037037,29.2993827160494,7.40874155161975,0.0021052619195339,0.0158395896803027,0.0071969354843214,"TP53/TERT",2
"BP","GO:0009314","response to radiation","4/24","442/18986",0.00904977375565611,7.15912518853695,4.66119538034547,0.00212762048730337,0.0158978267556764,0.00722339630071371,"TP53/EGFR/CDC25A/HIF1A",4
"BP","GO:0007623","circadian rhythm","3/24","206/18986",0.0145631067961165,11.5206310679612,5.40127709531327,0.00215357302480402,0.0158978267556764,0.00722339630071371,"TP53/EGFR/TOP1",3
"BP","GO:0018212","peptidyl-tyrosine modification","3/24","206/18986",0.0145631067961165,11.5206310679612,5.40127709531327,0.00215357302480402,0.0158978267556764,0.00722339630071371,"TP53/EGFR/PTPN1",3
"BP","GO:0042743","hydrogen peroxide metabolic process","2/24","55/18986",0.0363636363636364,28.7666666666667,7.33647030717977,0.00218302298804265,0.0158978267556764,0.00722339630071371,"EGFR/CYP1A2",2
"BP","GO:0002791","regulation of peptide secretion","3/24","207/18986",0.0144927536231884,11.4649758454106,5.38587193413877,0.00218343569998846,0.0158978267556764,0.00722339630071371,"EGFR/ALOX5/HIF1A",3
"BP","GO:0090087","regulation of peptide transport","3/24","207/18986",0.0144927536231884,11.4649758454106,5.38587193413877,0.00218343569998846,0.0158978267556764,0.00722339630071371,"EGFR/ALOX5/HIF1A",3
"BP","GO:2000241","regulation of reproductive process","3/24","207/18986",0.0144927536231884,11.4649758454106,5.38587193413877,0.00218343569998846,0.0158978267556764,0.00722339630071371,"CDC25B/CDC25A/AR",3
"BP","GO:0043434","response to peptide hormone","4/24","446/18986",0.00896860986547085,7.0949177877429,4.63392784257759,0.00219851130364533,0.0159341644943102,0.00723990685217824,"MAPK1/PKM/PTGS2/PTPN1",4
"BP","GO:1900087","positive regulation of G1/S transition of mitotic cell cycle","2/24","56/18986",0.0357142857142857,28.2529761904762,7.26610206170937,0.00226213203556197,0.0162363105302134,0.00737719106036346,"EGFR/TERT",2
"BP","GO:1904738","vascular associated smooth muscle cell migration","2/24","56/18986",0.0357142857142857,28.2529761904762,7.26610206170937,0.00226213203556197,0.0162363105302134,0.00737719106036346,"TERT/PTPN1",2
"BP","GO:0048732","gland development","4/24","450/18986",0.00888888888888889,7.03185185185185,4.60699523717034,0.00227102824504884,0.0162363105302134,0.00737719106036346,"MAPK1/EGFR/AR/HIF1A",4
"BP","GO:0010659","cardiac muscle cell apoptotic process","2/24","57/18986",0.0350877192982456,27.7573099415205,7.19755333893197,0.00234258581911644,0.0165976932475515,0.00754139026970693,"TP53/PTPN1",2
"BP","GO:0010662","regulation of striated muscle cell apoptotic process","2/24","57/18986",0.0350877192982456,27.7573099415205,7.19755333893197,0.00234258581911644,0.0165976932475515,0.00754139026970693,"TP53/PTPN1",2
"BP","GO:0032869","cellular response to insulin stimulus","3/24","213/18986",0.0140845070422535,11.1420187793427,5.2956127909612,0.00236804955258835,0.0166289701915093,0.00755560137948656,"MAPK1/PKM/PTPN1",3
"BP","GO:0071383","cellular response to steroid hormone stimulus","3/24","213/18986",0.0140845070422535,11.1420187793427,5.2956127909612,0.00236804955258835,0.0166289701915093,0.00755560137948656,"MAPK1/EGFR/AR",3
"BP","GO:0048568","embryonic organ development","4/24","458/18986",0.00873362445414847,6.90902474526929,4.55410591851578,0.00242101795392595,0.0168005357012167,0.00763355452913378,"MAPK1/TP53/EGFR/HIF1A",4
"BP","GO:0050805","negative regulation of synaptic transmission","2/24","58/18986",0.0344827586206897,27.2787356321839,7.13074571262061,0.00242438110118824,0.0168005357012167,0.00763355452913378,"MAPT/PTGS2",2
"BP","GO:0061900","glial cell activation","2/24","58/18986",0.0344827586206897,27.2787356321839,7.13074571262061,0.00242438110118824,0.0168005357012167,0.00763355452913378,"EGFR/MAPT",2
"BP","GO:0043549","regulation of kinase activity","4/24","460/18986",0.00869565217391304,6.87898550724638,4.54108181016939,0.00245956192854772,0.0169258359862776,0.00769048643746924,"EGFR/CDC25A/MAPT/PTPN1",4
"BP","GO:0050679","positive regulation of epithelial cell proliferation","3/24","216/18986",0.0138888888888889,10.9872685185185,5.2518258470059,0.00246388751698978,0.0169258359862776,0.00769048643746924,"EGFR/AR/HIF1A",3
"BP","GO:0072594","establishment of protein localization to organelle","4/24","462/18986",0.00865800865800866,6.84920634920635,4.52813529796174,0.00249852933959355,0.017076020104447,0.00775872465771678,"TP53/TERT/MAPT/PTGS2",4
"BP","GO:0060135","maternal process involved in female pregnancy","2/24","59/18986",0.0338983050847458,26.816384180791,7.06560542015999,0.00250751464970937,0.017076020104447,0.00775872465771678,"PTGS2/AR",2
"BP","GO:0051960","regulation of nervous system development","4/24","463/18986",0.00863930885529158,6.83441324694024,4.52169088243196,0.00251817258502289,0.017076020104447,0.00775872465771678,"TP53/EGFR/MAPT/HIF1A",4
"BP","GO:0010658","striated muscle cell apoptotic process","2/24","60/18986",0.0333333333333333,26.3694444444444,7.00206301165951,0.002591983238054,0.0173025340265403,0.00786164437448398,"TP53/PTPN1",2
"BP","GO:1903409","reactive oxygen species biosynthetic process","2/24","60/18986",0.0333333333333333,26.3694444444444,7.00206301165951,0.002591983238054,0.0173025340265403,0.00786164437448398,"CYP1A2/ALOX5",2
"BP","GO:0048167","regulation of synaptic plasticity","3/24","220/18986",0.0136363636363636,10.7875,5.19476744212045,0.00259538010398104,0.0173025340265403,0.00786164437448398,"MAPK1/MAPT/PTGS2",3
"BP","GO:1902806","regulation of cell cycle G1/S phase transition","3/24","220/18986",0.0136363636363636,10.7875,5.19476744212045,0.00259538010398104,0.0173025340265403,0.00786164437448398,"TP53/EGFR/TERT",3
"BP","GO:0016311","dephosphorylation","3/24","222/18986",0.0135135135135135,10.6903153153153,5.16678671750567,0.00266272945567932,0.0175542678903187,0.00797602311871908,"CDC25B/CDC25A/PTPN1",3
"BP","GO:0014009","glial cell proliferation","2/24","61/18986",0.0327868852459016,25.9371584699454,6.9400530308149,0.0026777836450307,0.0175542678903187,0.00797602311871908,"TP53/EGFR",2
"BP","GO:0070228","regulation of lymphocyte apoptotic process","2/24","61/18986",0.0327868852459016,25.9371584699454,6.9400530308149,0.0026777836450307,0.0175542678903187,0.00797602311871908,"TP53/HIF1A",2
"BP","GO:0070231","T cell apoptotic process","2/24","61/18986",0.0327868852459016,25.9371584699454,6.9400530308149,0.0026777836450307,0.0175542678903187,0.00797602311871908,"TP53/HIF1A",2
"BP","GO:0009755","hormone-mediated signaling pathway","3/24","223/18986",0.0134529147982063,10.6423766816143,5.15292991905679,0.00269680751714326,0.0175542678903187,0.00797602311871908,"MAPK1/AR/THRB",3
"BP","GO:0031329","regulation of cellular catabolic process","4/24","472/18986",0.00847457627118644,6.70409604519774,4.46453826521789,0.00269980196034648,0.0175542678903187,0.00797602311871908,"TP53/MAPT/PTPN1/HIF1A",4
"BP","GO:0007004","telomere maintenance via telomerase","2/24","62/18986",0.032258064516129,25.5188172043011,6.8795137241778,0.00276491265487474,0.0177583820922849,0.00806876521448255,"TP53/TERT",2
"BP","GO:0010574","regulation of vascular endothelial growth factor production","2/24","62/18986",0.032258064516129,25.5188172043011,6.8795137241778,0.00276491265487474,0.0177583820922849,0.00806876521448255,"PTGS2/HIF1A",2
"BP","GO:0048010","vascular endothelial growth factor receptor signaling pathway","2/24","62/18986",0.032258064516129,25.5188172043011,6.8795137241778,0.00276491265487474,0.0177583820922849,0.00806876521448255,"PTPN1/HIF1A",2
"BP","GO:1903670","regulation of sprouting angiogenesis","2/24","64/18986",0.03125,24.7213541666667,6.76261706529889,0.00294314364719341,0.0187506732361516,0.00851962634713882,"PKM/ALOX5",2
"BP","GO:2000351","regulation of endothelial cell apoptotic process","2/24","64/18986",0.03125,24.7213541666667,6.76261706529889,0.00294314364719341,0.0187506732361516,0.00851962634713882,"TERT/PTPN1",2
"BP","GO:0043086","negative regulation of catalytic activity","4/24","486/18986",0.00823045267489712,6.51097393689986,4.3785415775922,0.00300003806827677,0.0190363861360534,0.00864944393390301,"TP53/MAPT/PTGS2/PTPN1",4
"BP","GO:0010573","vascular endothelial growth factor production","2/24","65/18986",0.0307692307692308,24.3410256410256,6.70615244512309,0.00303423922520299,0.0191763919032829,0.00871305748037236,"PTGS2/HIF1A",2
"BP","GO:0006091","generation of precursor metabolites and energy","4/24","490/18986",0.00816326530612245,6.4578231292517,4.35459169112216,0.00308987415002615,0.0194492438719388,0.0088370315260908,"TP53/PKM/CYP1A2/HIF1A",4
"BP","GO:0043470","regulation of carbohydrate catabolic process","2/24","66/18986",0.0303030303030303,23.9722222222222,6.65094353819499,0.00312665059713447,0.0194492438719388,0.0088370315260908,"TP53/HIF1A",2
"BP","GO:0051341","regulation of oxidoreductase activity","2/24","66/18986",0.0303030303030303,23.9722222222222,6.65094353819499,0.00312665059713447,0.0194492438719388,0.0088370315260908,"TERT/HIF1A",2
"BP","GO:0070059","intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress","2/24","66/18986",0.0303030303030303,23.9722222222222,6.65094353819499,0.00312665059713447,0.0194492438719388,0.0088370315260908,"TP53/PTPN1",2
"BP","GO:0023061","signal release","4/24","493/18986",0.00811359026369168,6.4185260311021,4.33680394548443,0.00315845543182258,0.0195700375775674,0.00889191580806193,"EGFR/PTGS2/ALOX5/HIF1A",4
"BP","GO:0019229","regulation of vasoconstriction","2/24","68/18986",0.0294117647058824,23.2671568627451,6.54410810185141,0.00331540797315845,0.0204622835843373,0.00929732005630784,"EGFR/PTGS2",2
"BP","GO:0006278","RNA-templated DNA biosynthetic process","2/24","69/18986",0.0289855072463768,22.9299516908213,6.49239506403424,0.00341174761589273,0.0207329278196558,0.00942029098801152,"TP53/TERT",2
"BP","GO:0034605","cellular response to heat","2/24","69/18986",0.0289855072463768,22.9299516908213,6.49239506403424,0.00341174761589273,0.0207329278196558,0.00942029098801152,"MAPT/PTGS2",2
"BP","GO:0070918","regulatory ncRNA processing","2/24","69/18986",0.0289855072463768,22.9299516908213,6.49239506403424,0.00341174761589273,0.0207329278196558,0.00942029098801152,"TP53/TERT",2
