"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1904705","regulation of vascular associated smooth muscle cell proliferation","3/43","94/18986",0.0319148936170213,14.0915388421573,6.06220761629932,0.00125659054117957,0.0119294504623671,0.00627006900246814,"PPARG/HPGD/TERT",3
"GO:0045765","regulation of angiogenesis","5/43","360/18986",0.0138888888888889,6.13242894056848,4.68413653068566,0.00126976695558745,0.012002581610359,0.00630850642635328,"HIF1A/ALOX5/PPARG/TERT/PKM",5
"GO:0044703","multi-organism reproductive process","4/43","210/18986",0.019047619047619,8.41018826135105,5.14461049861906,0.00128053947408983,0.0120524595136438,0.00633472204259483,"PTGS2/AR/PPARD/HPGD",4
"GO:0010660","regulation of muscle cell apoptotic process","3/43","95/18986",0.0315789473684211,13.9432068543452,6.02547611877414,0.00129552799875819,0.0121414226550287,0.00638148069563753,"PPARG/PTPN1/TP53",3
"GO:0006096","glycolytic process","3/43","96/18986",0.03125,13.7979651162791,5.98929505425308,0.00133521860139334,0.0122935520467036,0.00646143926423329,"HIF1A/PPARA/PKM",3
"GO:0043502","regulation of muscle adaptation","3/43","96/18986",0.03125,13.7979651162791,5.98929505425308,0.00133521860139334,0.0122935520467036,0.00646143926423329,"LMNA/PPARG/PPARA",3
"GO:1990874","vascular associated smooth muscle cell proliferation","3/43","96/18986",0.03125,13.7979651162791,5.98929505425308,0.00133521860139334,0.0122935520467036,0.00646143926423329,"PPARG/HPGD/TERT",3
"GO:0032770","positive regulation of monooxygenase activity","2/43","24/18986",0.0833333333333333,36.7945736434108,8.35980009527558,0.00133978975793988,0.0122935520467036,0.00646143926423329,"HIF1A/TERT",2
"GO:0035357","peroxisome proliferator activated receptor signaling pathway","2/43","24/18986",0.0833333333333333,36.7945736434108,8.35980009527558,0.00133978975793988,0.0122935520467036,0.00646143926423329,"FABP5/PPARG",2
"GO:0032869","cellular response to insulin stimulus","4/43","213/18986",0.0187793427230047,8.29173490555738,5.09881179552511,0.00134921239757739,0.0123284282828634,0.00647977006731248,"MAPK1/PPARG/PTPN1/PKM",4
"GO:0019915","lipid storage","3/43","97/18986",0.0309278350515464,13.6557180532246,5.95365032481568,0.00137566785098423,0.0125180066274208,0.00657941164807917,"PPARD/PPARG/PPARA",3
"GO:1901990","regulation of mitotic cell cycle phase transition","5/43","368/18986",0.0135869565217391,5.99911526794742,4.61387363569929,0.00139935671435685,0.0126809474156387,0.00666505264123859,"TP53/TERT/CDC25A/CDC25B/EGFR",5
"GO:1901342","regulation of vasculature development","5/43","369/18986",0.013550135501355,5.98285750299364,4.60523662849312,0.0014162180674482,0.0127345101627109,0.00669320499588089,"HIF1A/ALOX5/PPARG/TERT/PKM",5
"GO:0046032","ADP catabolic process","3/43","98/18986",0.0306122448979592,13.516373991457,5.91852833539199,0.00141688120369424,0.0127345101627109,0.00669320499588089,"HIF1A/PPARA/PKM",3
"GO:0009306","protein secretion","5/43","371/18986",0.0134770889487871,5.95060490189933,4.58805748807897,0.00145039156257528,0.0127971556233988,0.00672613118660894,"HIF1A/ALOX5/PPARG/CYP51A1/EGFR",5
"GO:0006706","steroid catabolic process","2/43","25/18986",0.08,35.3227906976744,8.18157895999281,0.00145420296410766,0.0127971556233988,0.00672613118660894,"CYP3A4/CYP1A2",2
"GO:0046697","decidualization","2/43","25/18986",0.08,35.3227906976744,8.18157895999281,0.00145420296410766,0.0127971556233988,0.00672613118660894,"PTGS2/PPARD",2
"GO:0050999","regulation of nitric-oxide synthase activity","2/43","25/18986",0.08,35.3227906976744,8.18157895999281,0.00145420296410766,0.0127971556233988,0.00672613118660894,"HIF1A/TERT",2
"GO:2000272","negative regulation of signaling receptor activity","2/43","25/18986",0.08,35.3227906976744,8.18157895999281,0.00145420296410766,0.0127971556233988,0.00672613118660894,"PPARG/PPARA",2
"GO:0051262","protein tetramerization","3/43","99/18986",0.0303030303030303,13.3798449612403,5.8839159708966,0.00145886407015491,0.0127971556233988,0.00672613118660894,"HSD17B10/TRPA1/TP53",3
"GO:0044706","multi-multicellular organism process","4/43","218/18986",0.018348623853211,8.10155749946661,5.02444395286289,0.00146933563589829,0.0128376615518922,0.00674742093230708,"PTGS2/AR/PPARD/HPGD",4
"GO:0019364","pyridine nucleotide catabolic process","3/43","100/18986",0.03,13.2460465116279,5.84980057462185,0.00150162181566919,0.0130261699607312,0.00684650015935903,"HIF1A/PPARA/PKM",3
"GO:0035592","establishment of protein localization to extracellular region","5/43","374/18986",0.0133689839572193,5.90287277701778,4.56252284575861,0.0015027911537004,0.0130261699607312,0.00684650015935903,"HIF1A/ALOX5/PPARG/CYP51A1/EGFR",5
"GO:0009137","purine nucleoside diphosphate catabolic process","3/43","101/18986",0.0297029702970297,13.1148975362653,5.81616992780885,0.00154515976041404,0.013184962469214,0.00692996083413218,"HIF1A/PPARA/PKM",3
"GO:0009181","purine ribonucleoside diphosphate catabolic process","3/43","101/18986",0.0297029702970297,13.1148975362653,5.81616992780885,0.00154515976041404,0.013184962469214,0.00692996083413218,"HIF1A/PPARA/PKM",3
"GO:0010657","muscle cell apoptotic process","3/43","101/18986",0.0297029702970297,13.1148975362653,5.81616992780885,0.00154515976041404,0.013184962469214,0.00692996083413218,"PPARG/PTPN1/TP53",3
"GO:0120162","positive regulation of cold-induced thermogenesis","3/43","101/18986",0.0297029702970297,13.1148975362653,5.81616992780885,0.00154515976041404,0.013184962469214,0.00692996083413218,"TSHR/FABP4/FABP5",3
"GO:0048143","astrocyte activation","2/43","26/18986",0.0769230769230769,33.9642218246869,8.01355984063478,0.00157312567941223,0.013371568275004,0.0070280400610216,"MAPT/EGFR",2
"GO:0003300","cardiac muscle hypertrophy","3/43","102/18986",0.0294117647058824,12.9863201094391,5.78301223032132,0.00158948317964227,0.013406679280598,0.00704649425792827,"LMNA/PPARG/PPARA",3
"GO:2001237","negative regulation of extrinsic apoptotic signaling pathway","3/43","102/18986",0.0294117647058824,12.9863201094391,5.78301223032132,0.00158948317964227,0.013406679280598,0.00704649425792827,"LMNA/AR/TERT",3
"GO:0090287","regulation of cellular response to growth factor stimulus","5/43","381/18986",0.0131233595800525,5.79442104620643,4.50400610675753,0.00163048981018015,0.0136819537687671,0.00719117737144502,"HIF1A/PPARG/PPARA/PTPN1/TP53",5
"GO:0072526","pyridine-containing compound catabolic process","3/43","103/18986",0.029126213592233,12.8602393316776,5.75031608235244,0.00163459730388371,0.0136819537687671,0.00719117737144502,"HIF1A/PPARA/PKM",3
"GO:0071692","protein localization to extracellular region","5/43","382/18986",0.0130890052356021,5.77925240472422,4.49576531376403,0.00164936558191496,0.0137045848927645,0.00720307219505948,"HIF1A/ALOX5/PPARG/CYP51A1/EGFR",5
"GO:0060541","respiratory system development","4/43","225/18986",0.0177777777777778,7.84950904392765,4.92422467079935,0.00164979954933417,0.0137045848927645,0.00720307219505948,"MAPK1/CYP1A2/THRB/EGFR",4
"GO:0009191","ribonucleoside diphosphate catabolic process","3/43","104/18986",0.0288461538461538,12.7365831842576,5.71807046710015,0.0016805073191457,0.0138547088379192,0.00728197670939667,"HIF1A/PPARA/PKM",3
"GO:0046031","ADP metabolic process","3/43","104/18986",0.0288461538461538,12.7365831842576,5.71807046710015,0.0016805073191457,0.0138547088379192,0.00728197670939667,"HIF1A/PPARA/PKM",3
"GO:0006007","glucose catabolic process","2/43","27/18986",0.0740740740740741,32.7062876830319,7.85479244101388,0.00169653785266545,0.013882490712296,0.00729657874575283,"TP53/PKM",2
"GO:0060333","type II interferon-mediated signaling pathway","2/43","27/18986",0.0740740740740741,32.7062876830319,7.85479244101388,0.00169653785266545,0.013882490712296,0.00729657874575283,"PPARG/TP53",2
"GO:0014897","striated muscle hypertrophy","3/43","105/18986",0.0285714285714286,12.6152823920266,5.68626473435075,0.00172721836711279,0.0140810032679493,0.00740091611030526,"LMNA/PPARG/PPARA",3
"GO:0009062","fatty acid catabolic process","3/43","106/18986",0.0283018867924528,12.4962702939886,5.6548885849151,0.00177473554534588,0.0143919135118465,0.00756432922719271,"HSD17B10/PPARD/PPARA",3
"GO:0002532","production of molecular mediator involved in inflammatory response","3/43","107/18986",0.0280373831775701,12.3794827211476,5.62393205586557,0.00182306390748052,0.0143919135118465,0.00756432922719271,"HIF1A/ALOX5/PPARA",3
"GO:0014896","muscle hypertrophy","3/43","107/18986",0.0280373831775701,12.3794827211476,5.62393205586557,0.00182306390748052,0.0143919135118465,0.00756432922719271,"LMNA/PPARG/PPARA",3
"GO:0019395","fatty acid oxidation","3/43","107/18986",0.0280373831775701,12.3794827211476,5.62393205586557,0.00182306390748052,0.0143919135118465,0.00756432922719271,"HSD17B10/PPARD/PPARA",3
"GO:0010971","positive regulation of G2/M transition of mitotic cell cycle","2/43","28/18986",0.0714285714285714,31.5382059800664,7.70444617066979,0.00182441949671379,0.0143919135118465,0.00756432922719271,"CDC25A/CDC25B",2
"GO:0034643","establishment of mitochondrion localization, microtubule-mediated","2/43","28/18986",0.0714285714285714,31.5382059800664,7.70444617066979,0.00182441949671379,0.0143919135118465,0.00756432922719271,"HIF1A/MAPT",2
"GO:0047497","mitochondrion transport along microtubule","2/43","28/18986",0.0714285714285714,31.5382059800664,7.70444617066979,0.00182441949671379,0.0143919135118465,0.00756432922719271,"HIF1A/MAPT",2
"GO:0051446","positive regulation of meiotic cell cycle","2/43","28/18986",0.0714285714285714,31.5382059800664,7.70444617066979,0.00182441949671379,0.0143919135118465,0.00756432922719271,"CDC25A/CDC25B",2
"GO:1900543","negative regulation of purine nucleotide metabolic process","2/43","28/18986",0.0714285714285714,31.5382059800664,7.70444617066979,0.00182441949671379,0.0143919135118465,0.00756432922719271,"PPARA/TP53",2
"GO:0009134","nucleoside diphosphate catabolic process","3/43","108/18986",0.0277777777777778,12.264857881137,5.59338550652539,0.00187220846342462,0.0147159611479935,0.00773464730220697,"HIF1A/PPARA/PKM",3
"GO:0045980","negative regulation of nucleotide metabolic process","2/43","29/18986",0.0689655172413793,30.4506816359262,7.56179141857724,0.00195675068826185,0.0153255509262794,0.00805504512649146,"PPARA/TP53",2
"GO:0090398","cellular senescence","3/43","110/18986",0.0272727272727273,12.0418604651163,5.53348531636765,0.00197296597891594,0.0153975601130344,0.00809289285226805,"LMNA/TP53/TERT",3
"GO:0032204","regulation of telomere maintenance","3/43","112/18986",0.0267857142857143,11.8268272425249,5.47511684486058,0.00207704730399864,0.0159967626061267,0.00840783116313087,"LMNA/MAPK1/TP53",3
"GO:0140888","interferon-mediated signaling pathway","3/43","112/18986",0.0267857142857143,11.8268272425249,5.47511684486058,0.00207704730399864,0.0159967626061267,0.00840783116313087,"PPARG/PTPN1/TP53",3
"GO:2001243","negative regulation of intrinsic apoptotic signaling pathway","3/43","112/18986",0.0267857142857143,11.8268272425249,5.47511684486058,0.00207704730399864,0.0159967626061267,0.00840783116313087,"HIF1A/PTGS2/PTPN1",3
"GO:0001701","in utero embryonic development","5/43","403/18986",0.0124069478908189,5.47810029430435,4.32915937739879,0.00208419224184694,0.0159967626061267,0.00840783116313087,"HIF1A/MAPK1/AR/TP53/EGFR",5
"GO:0015732","prostaglandin transport","2/43","30/18986",0.0666666666666667,29.4356589147287,7.426184288155,0.00209351156769647,0.0159967626061267,0.00840783116313087,"PTGS2/SLC22A1",2
"GO:0090140","regulation of mitochondrial fission","2/43","30/18986",0.0666666666666667,29.4356589147287,7.426184288155,0.00209351156769647,0.0159967626061267,0.00840783116313087,"MAPT/PPARG",2
"GO:0034612","response to tumor necrosis factor","4/43","243/18986",0.0164609053497942,7.26806392956264,4.6852433227943,0.00218382916890903,0.0165764314307707,0.00871250265999178,"PTGS2/MAPK1/FABP4/TP53",4
"GO:0042752","regulation of circadian rhythm","3/43","114/18986",0.0263157894736842,11.6193390452876,5.41821329294066,0.00218449096374497,0.0165764314307707,0.00871250265999178,"PPARG/PPARA/TP53",3
"GO:0008209","androgen metabolic process","2/43","31/18986",0.0645161290322581,28.4861215303826,7.29705406192166,0.00223468233891106,0.0168407504097318,0.00885142760393421,"HSD17B10/CYP3A4",2
"GO:1902751","positive regulation of cell cycle G2/M phase transition","2/43","31/18986",0.0645161290322581,28.4861215303826,7.29705406192166,0.00223468233891106,0.0168407504097318,0.00885142760393421,"CDC25A/CDC25B",2
"GO:0009135","purine nucleoside diphosphate metabolic process","3/43","116/18986",0.0258620689655172,11.4190056134723,5.36271189230499,0.00229533480232556,0.0171797584351534,0.00902960879664627,"HIF1A/PPARA/PKM",3
"GO:0009179","purine ribonucleoside diphosphate metabolic process","3/43","116/18986",0.0258620689655172,11.4190056134723,5.36271189230499,0.00229533480232556,0.0171797584351534,0.00902960879664627,"HIF1A/PPARA/PKM",3
"GO:0003299","muscle hypertrophy in response to stress","2/43","32/18986",0.0625,27.5959302325581,7.1738928369976,0.00238024326913059,0.0175753316134794,0.00923752039588162,"LMNA/PPARG",2
"GO:0010575","positive regulation of vascular endothelial growth factor production","2/43","32/18986",0.0625,27.5959302325581,7.1738928369976,0.00238024326913059,0.0175753316134794,0.00923752039588162,"HIF1A/PTGS2",2
"GO:0014887","cardiac muscle adaptation","2/43","32/18986",0.0625,27.5959302325581,7.1738928369976,0.00238024326913059,0.0175753316134794,0.00923752039588162,"LMNA/PPARG",2
"GO:0014898","cardiac muscle hypertrophy in response to stress","2/43","32/18986",0.0625,27.5959302325581,7.1738928369976,0.00238024326913059,0.0175753316134794,0.00923752039588162,"LMNA/PPARG",2
"GO:1904659","D-glucose transmembrane transport","3/43","118/18986",0.0254237288135593,11.2254631454474,5.30855359741445,0.00240961598917103,0.0177325096115841,0.0093201324907887,"FABP5/PPARD/TERT",3
"GO:0007179","transforming growth factor beta receptor signaling pathway","4/43","250/18986",0.016,7.06455813953488,4.5988143543261,0.00242042224206771,0.0177524614610518,0.00933061909897603,"PPARG/PPARA/TP53/HPGD",4
"GO:0032355","response to estradiol","3/43","120/18986",0.025,11.0383720930233,5.25568280580553,0.00252737102509037,0.0180738537211726,0.00949954151951616,"PTGS2/HPGD/EGFR",3
"GO:0042303","molting cycle","3/43","120/18986",0.025,11.0383720930233,5.25568280580553,0.00252737102509037,0.0180738537211726,0.00949954151951616,"PTGS2/TERT/EGFR",3
"GO:0042633","hair cycle","3/43","120/18986",0.025,11.0383720930233,5.25568280580553,0.00252737102509037,0.0180738537211726,0.00949954151951616,"PTGS2/TERT/EGFR",3
"GO:1902749","regulation of cell cycle G2/M phase transition","3/43","120/18986",0.025,11.0383720930233,5.25568280580553,0.00252737102509037,0.0180738537211726,0.00949954151951616,"TP53/CDC25A/CDC25B",3
"GO:0010743","regulation of macrophage derived foam cell differentiation","2/43","33/18986",0.0606060606060606,26.7596899224806,7.05624690063298,0.00253017468873688,0.0180738537211726,0.00949954151951616,"PPARG/PPARA",2
"GO:0045907","positive regulation of vasoconstriction","2/43","33/18986",0.0606060606060606,26.7596899224806,7.05624690063298,0.00253017468873688,0.0180738537211726,0.00949954151951616,"PTGS2/EGFR",2
"GO:0071634","regulation of transforming growth factor beta production","2/43","33/18986",0.0606060606060606,26.7596899224806,7.05624690063298,0.00253017468873688,0.0180738537211726,0.00949954151951616,"HIF1A/PTGS2",2
"GO:0090322","regulation of superoxide metabolic process","2/43","33/18986",0.0606060606060606,26.7596899224806,7.05624690063298,0.00253017468873688,0.0180738537211726,0.00949954151951616,"MAPT/EGFR",2
"GO:0008645","hexose transmembrane transport","3/43","121/18986",0.0247933884297521,10.9471458773784,5.22971372634557,0.00258756246162535,0.0184237807738454,0.00968346170703951,"FABP5/PPARD/TERT",3
"GO:1901617","organic hydroxy compound biosynthetic process","4/43","255/18986",0.0156862745098039,6.92603739170087,4.53909366538584,0.00259987208180467,0.0184515193378564,0.00969804097964951,"HSD17B10/MAPK1/CYP3A4/CYP51A1",4
"GO:0000082","G1/S transition of mitotic cell cycle","4/43","256/18986",0.015625,6.89898255813953,4.52734254366228,0.00263683074252725,0.0186534510269751,0.00980417542637468,"TP53/TERT/CDC25A/EGFR",4
"GO:0043500","muscle adaptation","3/43","122/18986",0.0245901639344262,10.8574151734655,5.20404710368491,0.00264863574834649,0.0186767144569899,0.00981640258737317,"LMNA/PPARG/PPARA",3
"GO:0031669","cellular response to nutrient levels","4/43","257/18986",0.0155642023346304,6.87213826803004,4.51565432225351,0.0026741497796149,0.0187361356763434,0.00984763413041302,"MAPK1/PPARD/PPARA/TP53",4
"GO:0051222","positive regulation of protein transport","4/43","257/18986",0.0155642023346304,6.87213826803004,4.51565432225351,0.0026741497796149,0.0187361356763434,0.00984763413041302,"HIF1A/PTGS2/PPARG/EGFR",4
"GO:0051654","establishment of mitochondrion localization","2/43","34/18986",0.0588235294117647,25.9726402188782,6.94370951068489,0.00268445699109437,0.0187484528072291,0.00985410796261593,"HIF1A/MAPT",2
"GO:0033044","regulation of chromosome organization","4/43","258/18986",0.0155038759689922,6.84550207319272,4.5040284013364,0.00271183096425596,0.0188197636221941,0.00989158862711618,"LMNA/MAPK1/MAPT/TP53",4
"GO:1901136","carbohydrate derivative catabolic process","4/43","258/18986",0.0155038759689922,6.84550207319272,4.5040284013364,0.00271183096425596,0.0188197636221941,0.00989158862711618,"HIF1A/ALDH1A1/PPARA/PKM",4
"GO:0015749","monosaccharide transmembrane transport","3/43","124/18986",0.0241935483870968,10.6822955738935,5.15359703414826,0.00277344534068907,0.0191866423726534,0.0100844185557182,"FABP5/PPARD/TERT",3
"GO:0046883","regulation of hormone secretion","4/43","261/18986",0.0153256704980843,6.76681814131694,4.46951856325535,0.00282706507336941,0.0194232208623094,0.0102087632151241,"HIF1A/ALOX5/PPARG/EGFR",4
"GO:0030278","regulation of ossification","3/43","125/18986",0.024,10.5968372093023,5.12880191241036,0.00283719027902433,0.0194232208623094,0.0102087632151241,"HIF1A/MAPK1/ALOX5",3
"GO:0001893","maternal placenta development","2/43","35/18986",0.0571428571428571,25.2305647840532,6.83591481828679,0.00284307063237634,0.0194232208623094,0.0102087632151241,"PTGS2/PPARD",2
"GO:0048384","retinoic acid receptor signaling pathway","2/43","35/18986",0.0571428571428571,25.2305647840532,6.83591481828679,0.00284307063237634,0.0194232208623094,0.0102087632151241,"PPARG/THRB",2
"GO:0006090","pyruvate metabolic process","3/43","126/18986",0.0238095238095238,10.5127353266888,5.10428588568211,0.00290183433334514,0.0197019278421854,0.0103552504318492,"HIF1A/PPARA/PKM",3
"GO:0009185","ribonucleoside diphosphate metabolic process","3/43","126/18986",0.0238095238095238,10.5127353266888,5.10428588568211,0.00290183433334514,0.0197019278421854,0.0103552504318492,"HIF1A/PPARA/PKM",3
"GO:0006275","regulation of DNA replication","3/43","127/18986",0.0236220472440945,10.4299578831716,5.08004351228661,0.0029673817193866,0.0200369286204914,0.0105313254323268,"TP53/CDC25A/EGFR",3
"GO:0042593","glucose homeostasis","4/43","265/18986",0.0150943396226415,6.66467749012725,4.42434264009132,0.00298588757339204,0.0200369286204914,0.0105313254323268,"HIF1A/ALOX5/FABP5/PPARG",4
"GO:0030947","regulation of vascular endothelial growth factor receptor signaling pathway","2/43","36/18986",0.0555555555555556,24.5297157622739,6.73253272507683,0.00300599613139155,0.0200369286204914,0.0105313254323268,"HIF1A/PTPN1",2
"GO:0051968","positive regulation of synaptic transmission, glutamatergic","2/43","36/18986",0.0555555555555556,24.5297157622739,6.73253272507683,0.00300599613139155,0.0200369286204914,0.0105313254323268,"PTGS2/EGFR",2
"GO:0071604","transforming growth factor beta production","2/43","36/18986",0.0555555555555556,24.5297157622739,6.73253272507683,0.00300599613139155,0.0200369286204914,0.0105313254323268,"HIF1A/PTGS2",2
"GO:1903580","positive regulation of ATP metabolic process","2/43","36/18986",0.0555555555555556,24.5297157622739,6.73253272507683,0.00300599613139155,0.0200369286204914,0.0105313254323268,"HIF1A/PPARA",2
"GO:0033500","carbohydrate homeostasis","4/43","266/18986",0.0150375939849624,6.63962231159294,4.41319446728345,0.00302652935890373,0.0201003132696,0.0105646401373806,"HIF1A/ALOX5/FABP5/PPARG",4
"GO:0030282","bone mineralization","3/43","128/18986",0.0234375,10.3484738372093,5.05606949888299,0.00303383661296744,0.0201003132696,0.0105646401373806,"HIF1A/PTGS2/ALOX5",3
"GO:0009154","purine ribonucleotide catabolic process","3/43","129/18986",0.0232558139534884,10.2682531097891,5.03235869529644,0.00310120315017355,0.0204847545431644,0.0107667008542804,"HIF1A/PPARA/PKM",3
"GO:0042060","wound healing","5/43","444/18986",0.0112612612612613,4.97223968154201,4.03518816520812,0.0031673469020252,0.0207727118036391,0.0109180499795929,"HIF1A/ALOX5/PPARD/PPARG/PPARA",5
"GO:0032228","regulation of synaptic transmission, GABAergic","2/43","37/18986",0.0540540540540541,23.8667504714016,6.63326450972396,0.00317321406941135,0.0207727118036391,0.0109180499795929,"CNR2/CA7",2
"GO:0051353","positive regulation of oxidoreductase activity","2/43","37/18986",0.0540540540540541,23.8667504714016,6.63326450972396,0.00317321406941135,0.0207727118036391,0.0109180499795929,"HIF1A/TERT",2
"GO:0009636","response to toxic substance","4/43","270/18986",0.0148148148148148,6.54125753660637,4.36916904127824,0.00319289348435523,0.0208393315809256,0.0109530650544141,"PTGS2/ALDH1A1/PTGS1/SLC22A1",4
"GO:0072329","monocarboxylic acid catabolic process","3/43","131/18986",0.0229007633587786,10.1114858867389,4.98570680320623,0.00323868750223825,0.0210754946362269,0.01107719136327,"HSD17B10/PPARD/PPARA",3
"GO:0030512","negative regulation of transforming growth factor beta receptor signaling pathway","3/43","132/18986",0.0227272727272727,10.0348837209302,4.96275608665149,0.00330881339224798,0.021468129494674,0.0112835585939319,"PPARG/PPARA/TP53",3
"GO:0010742","macrophage derived foam cell differentiation","2/43","38/18986",0.0526315789473684,23.2386780905753,6.53783909132221,0.00334470508999716,0.0216369860246719,0.0113723088760965,"PPARG/PPARA",2
"GO:0090068","positive regulation of cell cycle process","4/43","274/18986",0.0145985401459854,6.445764725853,4.32602674856049,0.00336541603537898,0.0217069334281944,0.0114090729372755,"TERT/CDC25A/CDC25B/EGFR",4
"GO:0009132","nucleoside diphosphate metabolic process","3/43","133/18986",0.0225563909774436,9.9594334673894,4.94004931490834,0.00337986707654793,0.0217362126066558,0.0114244619503627,"HIF1A/PPARA/PKM",3
"GO:0051259","protein complex oligomerization","4/43","275/18986",0.0145454545454545,6.42232558139535,4.31537545930658,0.00340952187402488,0.0218628113150192,0.0114910016991605,"HSD17B10/TRPA1/MAPT/TP53",4
"GO:0003018","vascular process in circulatory system","4/43","276/18986",0.0144927536231884,6.39905628581058,4.30477692658218,0.00345402122881598,0.0220835817924007,0.0116070377337839,"PTGS2/FABP5/SLC22A1/EGFR",4
"GO:0001934","positive regulation of protein phosphorylation","5/43","455/18986",0.010989010989011,4.85203168924099,3.96242696508474,0.0035166414829343,0.0222761625219637,0.0117082573554853,"PTGS2/MAPK1/PTPN1/TP53/EGFR",5
"GO:0032768","regulation of monooxygenase activity","2/43","39/18986",0.0512820512820513,22.6428145497913,6.44600982285237,0.00352044989882846,0.0222761625219637,0.0117082573554853,"HIF1A/TERT",2
"GO:0090077","foam cell differentiation","2/43","39/18986",0.0512820512820513,22.6428145497913,6.44600982285237,0.00352044989882846,0.0222761625219637,0.0117082573554853,"PPARG/PPARA",2
"GO:0009261","ribonucleotide catabolic process","3/43","135/18986",0.0222222222222222,9.81188630490956,4.89534970381706,0.00352477354998695,0.0222761625219637,0.0117082573554853,"HIF1A/PPARA/PKM",3
"GO:0021782","glial cell development","3/43","136/18986",0.0220588235294118,9.73974008207934,4.87334820055452,0.00359863410367749,0.022612620599899,0.0118850983065204,"MAPK1/MAPT/EGFR",3
"GO:0030879","mammary gland development","3/43","136/18986",0.0220588235294118,9.73974008207934,4.87334820055452,0.00359863410367749,0.022612620599899,0.0118850983065204,"HIF1A/MAPK1/AR",3
"GO:0051896","regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","4/43","280/18986",0.0142857142857143,6.30764119601329,4.26290108792073,0.00363598799539924,0.0227820619254586,0.0119741559547734,"PPARD/PPARA/PTPN1/EGFR",4
"GO:0034219","carbohydrate transmembrane transport","3/43","137/18986",0.0218978102189781,9.66864708877949,4.85157330673621,0.0036734379811188,0.022923845691875,0.0120486769062343,"FABP5/PPARD/TERT",3
"GO:0045981","positive regulation of nucleotide metabolic process","2/43","40/18986",0.05,22.0767441860465,6.35755172805915,0.00370042926353112,0.022923845691875,0.0120486769062343,"HIF1A/PPARA",2
"GO:0090199","regulation of release of cytochrome c from mitochondria","2/43","40/18986",0.05,22.0767441860465,6.35755172805915,0.00370042926353112,0.022923845691875,0.0120486769062343,"LMNA/TP53",2
"GO:1900544","positive regulation of purine nucleotide metabolic process","2/43","40/18986",0.05,22.0767441860465,6.35755172805915,0.00370042926353112,0.022923845691875,0.0120486769062343,"HIF1A/PPARA",2
"GO:0006195","purine nucleotide catabolic process","3/43","138/18986",0.0217391304347826,9.59858442871587,4.8300209608116,0.00374918896895733,0.0231184228621879,0.0121509458487991,"HIF1A/PPARA/PKM",3
"GO:0072594","establishment of protein localization to organelle","5/43","462/18986",0.0108225108225108,4.77851605758582,3.91732877492032,0.00375292227037797,0.0231184228621879,0.0121509458487991,"PTGS2/LMNA/MAPT/TP53/TERT",5
"GO:0003012","muscle system process","5/43","465/18986",0.010752688172043,4.74768692173043,3.89827715340636,0.00385761049178028,0.0236967501637932,0.0124549122467917,"PTGS2/LMNA/CACNA1C/PPARG/PPARA",5
"GO:0044772","mitotic cell cycle phase transition","5/43","467/18986",0.0107066381156317,4.72735421542752,3.88566620035593,0.00392856166096935,0.0240651835824184,0.0126485593024447,"TP53/TERT/CDC25A/CDC25B/EGFR",5
"GO:0044843","cell cycle G1/S phase transition","4/43","287/18986",0.0139372822299652,6.15379628879345,4.19154521074799,0.00396997327925548,0.0242511181097696,0.0127462857082092,"TP53/TERT/CDC25A/EGFR",4
"GO:0008643","carbohydrate transport","3/43","142/18986",0.0211267605633803,9.32820176875205,4.74595932347965,0.00406173843329241,0.0246063966451592,0.0129330186125468,"FABP5/PPARD/TERT",3
"GO:0000266","mitochondrial fission","2/43","42/18986",0.0476190476190476,21.0254706533776,6.18994348052495,0.0040730150397596,0.0246063966451592,0.0129330186125468,"MAPT/PPARG",2
"GO:0060251","regulation of glial cell proliferation","2/43","42/18986",0.0476190476190476,21.0254706533776,6.18994348052495,0.0040730150397596,0.0246063966451592,0.0129330186125468,"TP53/EGFR",2
"GO:0070232","regulation of T cell apoptotic process","2/43","42/18986",0.0476190476190476,21.0254706533776,6.18994348052495,0.0040730150397596,0.0246063966451592,0.0129330186125468,"HIF1A/TP53",2
"GO:0031329","regulation of cellular catabolic process","5/43","472/18986",0.0105932203389831,4.67727631060307,3.85444881194974,0.00411004671383778,0.02476190231716,0.0130147517398854,"HIF1A/MAPT/PPARA/PTPN1/TP53",5
"GO:0045740","positive regulation of DNA replication","2/43","43/18986",0.0465116279069767,20.5365062195782,6.11043174105827,0.00426558329473084,0.0256285593571088,0.0134702630359921,"CDC25A/EGFR",2
"GO:1901987","regulation of cell cycle phase transition","5/43","479/18986",0.0104384133611691,4.6089236296548,3.81147069459704,0.00437415258547322,0.0260885865372963,0.0137120513875918,"TP53/TERT/CDC25A/CDC25B/EGFR",5
"GO:0006470","protein dephosphorylation","3/43","146/18986",0.0205479452054795,9.07263459700541,4.66515870198032,0.00438973480723317,0.0260885865372963,0.0137120513875918,"PTPN1/CDC25A/CDC25B",3
"GO:0043467","regulation of generation of precursor metabolites and energy","3/43","146/18986",0.0205479452054795,9.07263459700541,4.66515870198032,0.00438973480723317,0.0260885865372963,0.0137120513875918,"HIF1A/PPARA/TP53",3
